application_type,homeownership,interest_rate,loan_amount
individual,MORTGAGE,19.42,25000
individual,MORTGAGE,13.58,2000
individual,RENT,9.92,4000
individual,RENT,16.02,5000
individual,OWN,23.88,10000
individual,OWN,10.91,6000
individual,RENT,13.59,15000
individual,MORTGAGE,10.9,18000
joint,MORTGAGE,14.08,24000
individual,MORTGAGE,19.03,25350
individual,OWN,14.07,15600
individual,RENT,10.91,15000
individual,OWN,10.91,10000
individual,RENT,18.06,13500
individual,RENT,9.93,6000
individual,RENT,24.85,12800
individual,MORTGAGE,10.42,30000
individual,MORTGAGE,11.98,20000
individual,RENT,5.32,4000
individual,MORTGAGE,21.45,24000
individual,RENT,14.08,25000
individual,RENT,6.72,20000
individual,OWN,15.05,18000
individual,MORTGAGE,9.43,7000
individual,MORTGAGE,19.42,24000
individual,MORTGAGE,10.91,16000
joint,MORTGAGE,14.08,25000
individual,MORTGAGE,9.92,7000
individual,MORTGAGE,9.92,4200
individual,RENT,11.99,4800
individual,RENT,9.44,16000
individual,MORTGAGE,9.43,15000
individual,MORTGAGE,7.35,1500
individual,OWN,15.05,20000
individual,MORTGAGE,11.99,11700
individual,RENT,9.44,35000
joint,OWN,9.92,15000
individual,MORTGAGE,12.62,13150
individual,RENT,14.08,20000
individual,MORTGAGE,10.41,17400
individual,RENT,24.84,14000
individual,RENT,13.59,25000
joint,MORTGAGE,17.09,8425
individual,RENT,6.07,4000
individual,MORTGAGE,9.43,28000
individual,RENT,6.08,15850
individual,RENT,7.97,4200
individual,OWN,16.01,16000
individual,RENT,9.92,40000
individual,MORTGAGE,15.04,24000
individual,MORTGAGE,7.96,12500
individual,MORTGAGE,15.05,15000
individual,RENT,9.43,5000
joint,MORTGAGE,20.0,30000
joint,RENT,17.09,2000
individual,MORTGAGE,14.07,17000
individual,MORTGAGE,10.42,22500
individual,MORTGAGE,12.62,24000
individual,RENT,15.04,16000
joint,MORTGAGE,10.42,24000
individual,RENT,18.45,25600
individual,RENT,22.91,7100
joint,MORTGAGE,6.08,12000
joint,MORTGAGE,16.01,35000
joint,MORTGAGE,7.35,20000
individual,MORTGAGE,11.98,6000
individual,MORTGAGE,7.34,5000
individual,MORTGAGE,16.02,5600
individual,RENT,17.47,20000
individual,RENT,20.0,25000
individual,MORTGAGE,10.41,20000
individual,RENT,12.62,35000
individual,MORTGAGE,9.44,14000
individual,RENT,10.9,2500
individual,MORTGAGE,7.35,10000
joint,RENT,5.32,15000
individual,RENT,17.09,32000
individual,MORTGAGE,5.31,6000
individual,OWN,10.9,17000
individual,MORTGAGE,9.92,5000
individual,MORTGAGE,6.71,10000
individual,RENT,9.43,4500
individual,MORTGAGE,25.82,11000
individual,MORTGAGE,16.02,40000
individual,RENT,6.72,10000
individual,MORTGAGE,10.9,19000
individual,RENT,7.97,7500
individual,MORTGAGE,13.59,4800
individual,MORTGAGE,11.98,18000
individual,MORTGAGE,12.61,8000
individual,MORTGAGE,7.97,15000
individual,MORTGAGE,12.62,32000
individual,RENT,10.91,40000
individual,MORTGAGE,12.62,10000
individual,MORTGAGE,14.08,7200
individual,RENT,6.08,30000
joint,MORTGAGE,12.61,9500
individual,MORTGAGE,20.0,20000
joint,RENT,12.62,23200
joint,MORTGAGE,7.34,19000
individual,MORTGAGE,7.35,35000
individual,OWN,12.62,6000
individual,MORTGAGE,22.9,35000
individual,MORTGAGE,16.02,12000
individual,RENT,15.05,10800
individual,MORTGAGE,21.45,10000
individual,RENT,6.72,14000
individual,MORTGAGE,9.93,30000
individual,RENT,13.58,13000
individual,RENT,11.98,8000
individual,MORTGAGE,5.32,40000
individual,MORTGAGE,10.9,40000
individual,MORTGAGE,12.61,20000
individual,RENT,18.06,35000
individual,MORTGAGE,10.42,25000
individual,MORTGAGE,10.91,40000
individual,MORTGAGE,24.85,10000
individual,RENT,11.98,5000
individual,MORTGAGE,11.99,30000
joint,MORTGAGE,7.97,8500
joint,MORTGAGE,19.42,10000
individual,MORTGAGE,12.61,40000
individual,OWN,19.03,9000
individual,OWN,6.72,10000
individual,RENT,20.0,20000
individual,OWN,12.61,36000
individual,RENT,15.05,5000
individual,MORTGAGE,9.44,15000
individual,RENT,10.42,10000
joint,RENT,11.98,20000
individual,MORTGAGE,10.42,6500
individual,MORTGAGE,9.92,16000
individual,MORTGAGE,9.92,12000
joint,RENT,24.85,15200
individual,RENT,12.62,8000
individual,MORTGAGE,14.07,22000
individual,MORTGAGE,18.45,8000
joint,MORTGAGE,16.01,20000
individual,MORTGAGE,6.07,7000
individual,RENT,6.71,10000
individual,MORTGAGE,13.59,12000
individual,MORTGAGE,7.34,4400
individual,RENT,6.72,7000
individual,MORTGAGE,5.31,25000
individual,OWN,9.44,40000
individual,MORTGAGE,10.91,24000
individual,MORTGAGE,10.41,35000
individual,OWN,11.99,20000
joint,MORTGAGE,9.93,5500
individual,RENT,14.08,8600
joint,RENT,9.93,18000
individual,MORTGAGE,16.02,18000
joint,MORTGAGE,20.39,28225
individual,MORTGAGE,30.65,24100
individual,RENT,11.99,4200
individual,MORTGAGE,7.35,12950
individual,RENT,26.3,19200
joint,MORTGAGE,21.45,16800
individual,MORTGAGE,13.59,30000
individual,RENT,18.45,10000
joint,MORTGAGE,11.99,22000
individual,MORTGAGE,12.61,26500
individual,MORTGAGE,10.41,6500
individual,RENT,25.82,6000
individual,RENT,15.05,21000
individual,RENT,9.43,7300
individual,MORTGAGE,12.62,20000
individual,MORTGAGE,21.45,6000
individual,RENT,11.99,40000
individual,MORTGAGE,16.02,30000
individual,OWN,20.39,20000
individual,MORTGAGE,19.42,18000
individual,MORTGAGE,9.44,12000
individual,RENT,15.05,15000
joint,RENT,10.9,40000
individual,OWN,7.35,6000
joint,RENT,24.84,25200
individual,MORTGAGE,7.35,3600
individual,MORTGAGE,14.07,15000
individual,RENT,11.99,5000
individual,MORTGAGE,11.99,20000
individual,MORTGAGE,7.97,10000
individual,OWN,28.72,28900
individual,MORTGAGE,5.32,40000
individual,MORTGAGE,9.43,12000
individual,RENT,10.41,1000
individual,MORTGAGE,12.61,14000
individual,MORTGAGE,7.34,10000
individual,MORTGAGE,9.93,25600
individual,MORTGAGE,26.77,24875
individual,RENT,10.9,22000
individual,MORTGAGE,24.85,10000
individual,MORTGAGE,20.0,7500
individual,RENT,18.06,30000
individual,RENT,12.61,4800
individual,MORTGAGE,18.45,32000
joint,MORTGAGE,14.08,25000
individual,RENT,13.59,10000
individual,MORTGAGE,10.42,35000
individual,MORTGAGE,10.42,25000
individual,RENT,9.92,40000
individual,MORTGAGE,11.98,20000
individual,RENT,6.71,7900
individual,RENT,9.43,40000
individual,MORTGAGE,25.82,22000
individual,RENT,13.59,6500
joint,MORTGAGE,15.05,8000
individual,OWN,13.59,9600
individual,RENT,5.32,10000
individual,RENT,24.84,8000
joint,MORTGAGE,12.62,18500
joint,MORTGAGE,12.62,22800
individual,MORTGAGE,24.84,28500
individual,MORTGAGE,6.07,12000
individual,OWN,17.47,35000
joint,RENT,17.47,30000
individual,OWN,16.02,20000
individual,MORTGAGE,7.34,5000
individual,RENT,12.62,20000
individual,RENT,10.9,10000
individual,MORTGAGE,7.35,32000
individual,MORTGAGE,13.59,3000
individual,OWN,6.08,9000
individual,RENT,5.32,12500
individual,MORTGAGE,18.06,20000
individual,RENT,9.93,10000
individual,RENT,20.39,11000
individual,RENT,17.47,13000
individual,MORTGAGE,9.44,17500
individual,OWN,11.98,21650
individual,OWN,12.62,12000
individual,MORTGAGE,9.92,22000
joint,MORTGAGE,10.42,26000
individual,MORTGAGE,11.99,14000
individual,MORTGAGE,10.42,5000
individual,RENT,14.08,7000
individual,MORTGAGE,10.41,3500
individual,RENT,12.61,4800
individual,MORTGAGE,12.61,36000
individual,MORTGAGE,21.45,14000
individual,RENT,13.58,10000
individual,MORTGAGE,12.61,18000
individual,MORTGAGE,19.42,27250
individual,RENT,14.08,4700
individual,RENT,10.42,40000
individual,MORTGAGE,16.01,7500
individual,RENT,18.06,16000
joint,OWN,15.05,30000
individual,MORTGAGE,9.43,8000
individual,MORTGAGE,10.42,21000
individual,MORTGAGE,14.08,10000
individual,MORTGAGE,10.91,10000
individual,RENT,18.45,12000
individual,RENT,10.41,20000
individual,RENT,10.91,25200
individual,OWN,9.92,10000
individual,RENT,7.34,5000
individual,MORTGAGE,30.17,11400
individual,MORTGAGE,19.03,25000
individual,RENT,7.97,12000
individual,RENT,12.62,18000
individual,RENT,9.93,6000
individual,MORTGAGE,5.31,20000
individual,OWN,10.42,12000
individual,RENT,10.91,8500
individual,OWN,10.42,4500
individual,MORTGAGE,10.91,40000
individual,MORTGAGE,12.62,40000
individual,MORTGAGE,9.92,4200
individual,MORTGAGE,9.92,32925
individual,RENT,20.0,12000
individual,RENT,19.42,1500
individual,RENT,6.71,6000
individual,MORTGAGE,14.07,25000
individual,MORTGAGE,14.08,12500
individual,MORTGAGE,6.72,23100
individual,OWN,6.08,35000
individual,RENT,11.98,30000
individual,MORTGAGE,25.82,18000
individual,MORTGAGE,19.03,11700
individual,RENT,6.71,4000
joint,OWN,16.02,25000
individual,MORTGAGE,9.44,15000
individual,RENT,14.07,18000
individual,RENT,18.45,1500
individual,RENT,9.93,10000
individual,MORTGAGE,17.09,10000
individual,MORTGAGE,11.98,8000
individual,RENT,7.97,30000
individual,MORTGAGE,10.9,30000
individual,RENT,16.01,12000
individual,MORTGAGE,15.04,35000
individual,RENT,20.0,30000
individual,RENT,14.07,5000
individual,OWN,10.91,1700
individual,MORTGAGE,10.41,10000
individual,MORTGAGE,10.9,35000
individual,RENT,6.71,12000
joint,RENT,11.99,15600
individual,RENT,16.01,23075
joint,MORTGAGE,10.9,4200
joint,MORTGAGE,13.59,24000
individual,RENT,13.58,10000
individual,RENT,15.05,6425
individual,MORTGAGE,7.34,10000
individual,MORTGAGE,9.93,20000
individual,MORTGAGE,15.05,6400
individual,MORTGAGE,6.72,35000
individual,MORTGAGE,7.35,14000
individual,RENT,13.59,10000
individual,RENT,12.62,30000
joint,MORTGAGE,17.09,21000
individual,RENT,10.42,40000
individual,RENT,21.85,18000
individual,MORTGAGE,18.45,23000
individual,OWN,14.08,10000
individual,RENT,5.32,40000
individual,RENT,12.62,4200
individual,RENT,17.47,10000
joint,OWN,19.42,15000
individual,MORTGAGE,16.01,30000
individual,RENT,11.98,4800
individual,MORTGAGE,6.72,20000
individual,RENT,9.43,18000
individual,RENT,13.59,3200
individual,RENT,6.72,12000
individual,MORTGAGE,9.44,10000
individual,MORTGAGE,11.98,10000
individual,RENT,11.99,5000
individual,OWN,7.35,5000
individual,RENT,13.59,15000
individual,MORTGAGE,7.96,16000
individual,RENT,20.39,4000
individual,RENT,13.58,40000
individual,MORTGAGE,6.72,20000
individual,MORTGAGE,20.0,30000
individual,MORTGAGE,9.92,6000
individual,RENT,16.02,16100
individual,MORTGAGE,18.06,15000
individual,MORTGAGE,17.47,20000
joint,MORTGAGE,16.01,35000
joint,MORTGAGE,13.59,10000
individual,MORTGAGE,9.43,40000
individual,RENT,5.31,9000
individual,RENT,21.45,20000
individual,MORTGAGE,5.32,29000
joint,MORTGAGE,17.47,19300
individual,MORTGAGE,12.62,20000
individual,MORTGAGE,18.45,15000
joint,MORTGAGE,20.0,28000
joint,OWN,6.08,3000
joint,RENT,9.93,20000
individual,MORTGAGE,7.35,20000
individual,OWN,9.92,20000
individual,MORTGAGE,16.01,27000
individual,RENT,15.05,19000
joint,OWN,14.08,28000
individual,OWN,13.58,25000
individual,RENT,10.9,3800
individual,MORTGAGE,6.72,19000
individual,OWN,9.93,14000
individual,MORTGAGE,12.61,6000
joint,RENT,18.45,10400
individual,RENT,7.97,10000
individual,OWN,20.0,4000
individual,RENT,26.77,25000
individual,MORTGAGE,6.72,12000
individual,OWN,14.08,15000
individual,MORTGAGE,9.44,15000
individual,MORTGAGE,16.02,10000
individual,MORTGAGE,13.59,11000
individual,RENT,10.9,1800
individual,MORTGAGE,19.03,1000
joint,MORTGAGE,10.91,21000
individual,MORTGAGE,12.62,8000
individual,RENT,16.01,14400
individual,RENT,11.99,8000
individual,MORTGAGE,12.62,40000
individual,RENT,7.96,40000
individual,MORTGAGE,12.62,35000
joint,MORTGAGE,9.43,13000
individual,OWN,7.34,5000
individual,MORTGAGE,9.93,1200
individual,MORTGAGE,12.62,18000
joint,MORTGAGE,11.98,18500
individual,MORTGAGE,11.98,16000
individual,MORTGAGE,20.0,10000
joint,RENT,9.93,35000
individual,MORTGAGE,7.97,19000
individual,OWN,15.04,25000
individual,MORTGAGE,6.07,13500
individual,MORTGAGE,24.85,24000
individual,RENT,10.9,9600
joint,MORTGAGE,6.08,10000
individual,RENT,11.98,24000
individual,MORTGAGE,16.02,14200
individual,MORTGAGE,14.07,40000
joint,OWN,7.35,7000
individual,RENT,10.42,10000
individual,RENT,20.39,16000
individual,MORTGAGE,9.44,12000
individual,OWN,12.62,7000
individual,RENT,5.31,7000
individual,OWN,13.59,24000
joint,MORTGAGE,14.08,24000
joint,MORTGAGE,9.93,29000
individual,MORTGAGE,14.08,35000
individual,MORTGAGE,16.02,27900
individual,RENT,6.08,3600
individual,MORTGAGE,19.03,16000
individual,OWN,6.07,4800
individual,RENT,7.97,4000
individual,RENT,5.31,7825
individual,MORTGAGE,21.45,18000
joint,MORTGAGE,12.62,8000
individual,MORTGAGE,16.02,12000
individual,MORTGAGE,9.44,40000
individual,MORTGAGE,23.88,12800
individual,MORTGAGE,5.32,10000
individual,MORTGAGE,7.34,20000
individual,RENT,10.9,12000
individual,MORTGAGE,11.98,18000
individual,RENT,9.93,22000
joint,MORTGAGE,19.42,16000
individual,RENT,14.07,35000
individual,RENT,15.04,25000
individual,RENT,7.97,12500
individual,RENT,16.02,15000
individual,RENT,18.06,1000
joint,OWN,10.91,30000
joint,MORTGAGE,9.43,25000
individual,RENT,13.59,5000
individual,MORTGAGE,7.97,3000
individual,RENT,15.04,10000
individual,RENT,25.81,28000
joint,MORTGAGE,19.42,12000
individual,MORTGAGE,24.85,17000
individual,MORTGAGE,29.69,15700
individual,RENT,18.06,15000
individual,RENT,14.07,4800
individual,OWN,17.09,30000
joint,RENT,19.42,30000
joint,MORTGAGE,11.99,36000
individual,RENT,10.9,39275
individual,RENT,11.98,15575
individual,OWN,21.85,10000
individual,MORTGAGE,9.44,6000
individual,RENT,12.62,25375
individual,MORTGAGE,15.05,25000
individual,OWN,7.35,7000
individual,OWN,23.87,22000
individual,OWN,12.61,35000
individual,RENT,9.92,10000
individual,MORTGAGE,15.05,35000
individual,MORTGAGE,9.43,5000
joint,RENT,16.02,32000
individual,RENT,7.34,40000
individual,MORTGAGE,9.43,3000
individual,MORTGAGE,10.9,10400
individual,RENT,23.87,7000
individual,RENT,10.42,24000
individual,RENT,17.09,9600
joint,RENT,6.07,20000
joint,MORTGAGE,9.43,18000
individual,MORTGAGE,13.58,18000
individual,RENT,11.99,40000
individual,RENT,11.98,17500
individual,OWN,5.32,35000
individual,MORTGAGE,12.62,35000
joint,MORTGAGE,15.05,24000
individual,MORTGAGE,7.35,19000
individual,RENT,15.04,20000
individual,RENT,19.42,3600
joint,MORTGAGE,6.71,6000
individual,RENT,5.31,9000
individual,MORTGAGE,12.61,32000
individual,MORTGAGE,9.44,6400
individual,OWN,21.45,30000
individual,MORTGAGE,6.72,17000
individual,OWN,13.58,8000
individual,MORTGAGE,9.93,12000
individual,MORTGAGE,10.42,20000
individual,MORTGAGE,10.42,30000
individual,MORTGAGE,6.71,17500
individual,RENT,9.43,25000
joint,RENT,10.41,40000
individual,MORTGAGE,14.08,30000
individual,OWN,6.72,10000
individual,RENT,12.61,4000
individual,RENT,15.04,3700
individual,RENT,9.92,5000
joint,MORTGAGE,21.85,32000
joint,MORTGAGE,5.32,40000
individual,MORTGAGE,9.92,10000
individual,MORTGAGE,5.31,10000
joint,MORTGAGE,6.07,24000
joint,MORTGAGE,16.02,14000
joint,MORTGAGE,18.06,9000
joint,RENT,20.0,18000
individual,RENT,10.9,36000
individual,MORTGAGE,7.34,25000
joint,MORTGAGE,17.09,25000
joint,MORTGAGE,6.72,11200
individual,MORTGAGE,5.31,5000
individual,RENT,15.05,40000
individual,RENT,11.99,17000
individual,OWN,7.97,7500
joint,RENT,20.0,4075
individual,RENT,10.42,15000
individual,OWN,10.41,1200
individual,RENT,7.96,22000
individual,MORTGAGE,11.98,40000
individual,RENT,9.93,40000
individual,RENT,13.59,3000
individual,OWN,6.07,17000
joint,MORTGAGE,7.96,7200
individual,MORTGAGE,30.17,22000
individual,OWN,7.96,35000
individual,RENT,7.35,3500
individual,OWN,9.43,15000
individual,MORTGAGE,10.91,1000
individual,MORTGAGE,10.42,33000
individual,MORTGAGE,13.59,8400
individual,MORTGAGE,13.58,20000
individual,MORTGAGE,6.08,35000
joint,MORTGAGE,6.08,9975
joint,MORTGAGE,7.97,13000
individual,RENT,19.42,33900
individual,MORTGAGE,14.08,10000
individual,MORTGAGE,13.59,24000
individual,MORTGAGE,18.45,15000
individual,MORTGAGE,16.01,12000
joint,MORTGAGE,13.58,16800
individual,OWN,13.59,4800
joint,OWN,9.93,15000
individual,RENT,12.62,25000
joint,MORTGAGE,30.75,24000
individual,OWN,24.84,23000
individual,RENT,9.93,20000
individual,RENT,13.59,5000
individual,RENT,16.02,15000
joint,OWN,6.08,40000
individual,RENT,15.05,20000
individual,RENT,9.43,15200
joint,MORTGAGE,9.93,40000
individual,RENT,11.99,4800
individual,MORTGAGE,9.93,7500
individual,RENT,12.61,28000
individual,MORTGAGE,21.45,12800
joint,MORTGAGE,7.34,8400
individual,RENT,13.59,35000
joint,MORTGAGE,13.58,35000
individual,RENT,9.43,17600
joint,MORTGAGE,18.06,18000
individual,RENT,10.42,1800
individual,MORTGAGE,12.62,10000
individual,RENT,6.71,5000
individual,MORTGAGE,7.96,10000
individual,MORTGAGE,7.34,6000
individual,RENT,13.58,30000
individual,RENT,10.9,21000
individual,RENT,10.9,9000
individual,MORTGAGE,6.08,10000
individual,MORTGAGE,5.32,15000
individual,MORTGAGE,6.72,2500
joint,MORTGAGE,9.44,28000
joint,MORTGAGE,14.08,6000
individual,MORTGAGE,11.99,9000
joint,MORTGAGE,9.44,37000
individual,OWN,17.47,6000
joint,RENT,17.09,15000
individual,RENT,14.08,6000
individual,RENT,18.45,4800
individual,MORTGAGE,13.58,32000
individual,MORTGAGE,19.03,13500
individual,MORTGAGE,5.32,10500
individual,RENT,9.92,15000
individual,MORTGAGE,12.62,20000
individual,MORTGAGE,11.99,3000
individual,MORTGAGE,10.9,18000
individual,RENT,7.97,1375
individual,MORTGAGE,11.98,5000
individual,RENT,17.09,1000
individual,MORTGAGE,6.08,30000
individual,RENT,9.93,5000
joint,MORTGAGE,9.44,18000
individual,OWN,7.34,5000
individual,RENT,18.45,12500
individual,MORTGAGE,22.91,5000
individual,MORTGAGE,16.01,28000
individual,RENT,6.71,15250
joint,OWN,10.91,29450
individual,RENT,17.47,6800
individual,RENT,26.3,4375
joint,MORTGAGE,7.97,6000
individual,OWN,7.35,20000
individual,RENT,9.43,15000
individual,MORTGAGE,19.03,15000
individual,MORTGAGE,10.41,12000
individual,MORTGAGE,14.08,30550
individual,OWN,15.04,6000
individual,MORTGAGE,10.9,25000
individual,RENT,9.43,15000
individual,OWN,10.91,8000
joint,MORTGAGE,6.08,21000
individual,MORTGAGE,7.97,14000
individual,MORTGAGE,7.34,6000
individual,OWN,20.39,20000
individual,RENT,10.42,10500
individual,MORTGAGE,18.45,10000
individual,MORTGAGE,15.05,30000
individual,MORTGAGE,13.59,12000
individual,MORTGAGE,7.97,7500
individual,RENT,6.08,11000
individual,MORTGAGE,5.32,17000
individual,RENT,15.05,30000
individual,OWN,17.09,4800
joint,MORTGAGE,10.42,15000
individual,RENT,19.03,10000
individual,MORTGAGE,5.32,18000
joint,MORTGAGE,6.08,35000
individual,RENT,9.93,15000
individual,RENT,14.08,9600
individual,RENT,11.99,25000
individual,RENT,7.96,8000
individual,MORTGAGE,9.93,24350
individual,RENT,11.99,14000
individual,MORTGAGE,10.9,30000
individual,OWN,9.93,5000
individual,MORTGAGE,6.72,8000
joint,MORTGAGE,15.05,25800
individual,MORTGAGE,14.08,10000
individual,MORTGAGE,9.92,8500
individual,OWN,15.04,40000
individual,OWN,19.03,1800
individual,RENT,9.43,20000
individual,MORTGAGE,21.45,7775
individual,RENT,10.9,9600
individual,MORTGAGE,11.98,30000
individual,RENT,20.0,10000
individual,MORTGAGE,11.98,20000
individual,MORTGAGE,9.44,37000
joint,MORTGAGE,11.99,15000
joint,MORTGAGE,11.99,10000
individual,MORTGAGE,9.93,14000
individual,MORTGAGE,13.59,5000
individual,MORTGAGE,9.43,4800
individual,RENT,15.04,35000
individual,RENT,16.02,5000
joint,MORTGAGE,17.09,20000
individual,MORTGAGE,10.42,20000
individual,RENT,10.41,10000
joint,MORTGAGE,17.09,22000
individual,RENT,18.06,10800
individual,OWN,16.02,20000
individual,OWN,7.35,11000
individual,MORTGAGE,10.91,25000
joint,RENT,21.45,16000
individual,RENT,6.71,8000
individual,RENT,18.06,15000
individual,RENT,10.42,7500
individual,MORTGAGE,6.08,10000
individual,MORTGAGE,10.9,16000
individual,MORTGAGE,9.93,15000
individual,RENT,28.72,25000
individual,RENT,10.9,9000
individual,RENT,10.9,10000
individual,MORTGAGE,9.93,2000
individual,OWN,7.97,18000
individual,RENT,6.07,7000
individual,MORTGAGE,10.91,20000
individual,MORTGAGE,9.44,10000
joint,MORTGAGE,10.9,35000
individual,MORTGAGE,9.44,28000
individual,RENT,7.97,18000
individual,OWN,20.0,30000
individual,MORTGAGE,12.62,33600
individual,RENT,6.71,6500
individual,MORTGAGE,11.99,3000
individual,RENT,17.09,28000
individual,OWN,15.04,35000
individual,MORTGAGE,11.98,24000
joint,MORTGAGE,6.07,5000
joint,MORTGAGE,21.45,14350
joint,RENT,20.0,4800
individual,MORTGAGE,11.99,10050
joint,MORTGAGE,24.84,40000
joint,MORTGAGE,18.06,10000
individual,MORTGAGE,7.35,12000
individual,MORTGAGE,11.98,10000
individual,MORTGAGE,6.08,4000
individual,OWN,26.3,30000
individual,RENT,15.05,15000
joint,RENT,11.98,9000
individual,MORTGAGE,15.05,29975
individual,RENT,19.03,20000
joint,MORTGAGE,10.91,6000
individual,MORTGAGE,7.96,40000
individual,MORTGAGE,16.02,18000
individual,RENT,5.32,7000
individual,OWN,11.99,5000
individual,RENT,19.42,12000
individual,MORTGAGE,6.71,14500
individual,MORTGAGE,7.34,20000
individual,RENT,6.08,15000
individual,RENT,10.9,15000
individual,MORTGAGE,6.72,10000
individual,MORTGAGE,14.07,35000
individual,MORTGAGE,10.9,40000
individual,OWN,6.72,5000
individual,MORTGAGE,13.58,8000
individual,OWN,10.42,18000
individual,RENT,10.41,13000
individual,MORTGAGE,7.96,7000
individual,OWN,11.98,20000
individual,OWN,11.99,6000
individual,OWN,7.35,8000
joint,MORTGAGE,13.59,28000
individual,OWN,6.08,20000
individual,MORTGAGE,12.61,12000
individual,RENT,12.62,26400
joint,RENT,15.05,35000
individual,RENT,15.05,28000
individual,MORTGAGE,15.04,24000
individual,RENT,9.43,11500
individual,RENT,12.62,5000
individual,MORTGAGE,11.99,23175
individual,RENT,11.99,8000
individual,RENT,14.08,12250
individual,MORTGAGE,5.32,40000
individual,MORTGAGE,14.07,24000
joint,RENT,10.9,6000
individual,MORTGAGE,13.59,34000
individual,RENT,18.45,4000
individual,MORTGAGE,18.06,3000
joint,OWN,6.72,10000
individual,MORTGAGE,19.42,14000
individual,MORTGAGE,9.92,20000
individual,MORTGAGE,10.42,16000
individual,MORTGAGE,7.35,29000
individual,RENT,14.08,35000
individual,RENT,14.08,9600
individual,MORTGAGE,5.31,18000
individual,MORTGAGE,15.05,35000
individual,MORTGAGE,14.08,25000
individual,MORTGAGE,11.99,17000
individual,MORTGAGE,7.96,10000
individual,MORTGAGE,7.96,10000
joint,MORTGAGE,9.44,15000
individual,MORTGAGE,13.58,35000
individual,MORTGAGE,7.34,5000
individual,MORTGAGE,5.31,15000
individual,OWN,6.71,4000
individual,MORTGAGE,5.31,20000
individual,MORTGAGE,11.99,20000
individual,RENT,6.72,10000
individual,RENT,11.99,30000
individual,MORTGAGE,5.32,5000
individual,MORTGAGE,12.61,10000
individual,RENT,10.42,4200
individual,MORTGAGE,23.88,16025
individual,RENT,6.72,10000
individual,MORTGAGE,14.07,10000
individual,OWN,9.44,17000
individual,RENT,17.09,10000
joint,MORTGAGE,12.62,28800
individual,MORTGAGE,19.42,30000
individual,RENT,10.91,10000
individual,RENT,14.08,16000
individual,MORTGAGE,6.72,10000
individual,RENT,10.42,10000
individual,MORTGAGE,21.45,35000
joint,RENT,16.01,36000
individual,MORTGAGE,11.98,24000
individual,MORTGAGE,13.58,12000
individual,MORTGAGE,17.47,35000
individual,MORTGAGE,16.02,8000
individual,OWN,5.32,4000
individual,RENT,11.98,3000
individual,RENT,13.59,10000
individual,OWN,14.08,9600
individual,MORTGAGE,9.44,6000
individual,OWN,10.41,16000
individual,MORTGAGE,9.92,10500
individual,OWN,15.05,25000
individual,MORTGAGE,9.44,21600
individual,RENT,12.61,4000
individual,MORTGAGE,21.85,15000
individual,RENT,30.17,22600
individual,RENT,19.42,15000
individual,RENT,10.42,5000
individual,MORTGAGE,14.08,32000
individual,MORTGAGE,11.99,40000
joint,MORTGAGE,6.08,36000
individual,RENT,13.58,8600
individual,RENT,10.42,30000
individual,MORTGAGE,9.93,18200
individual,RENT,10.9,6500
individual,MORTGAGE,14.08,27000
individual,RENT,6.07,25000
individual,RENT,10.91,30000
individual,MORTGAGE,9.44,24000
joint,RENT,26.3,20000
individual,OWN,6.07,10000
individual,OWN,11.99,9000
joint,OWN,9.43,32000
individual,OWN,21.45,20000
individual,RENT,14.08,9500
individual,MORTGAGE,9.44,25000
individual,RENT,17.09,8000
joint,MORTGAGE,21.85,40000
individual,MORTGAGE,17.09,8400
individual,OWN,14.08,10000
individual,OWN,13.58,25000
individual,MORTGAGE,5.32,4000
individual,OWN,12.62,10000
individual,MORTGAGE,9.44,12000
individual,RENT,14.07,28000
individual,RENT,10.9,8000
joint,MORTGAGE,14.08,30000
individual,MORTGAGE,7.97,6400
individual,RENT,14.07,30000
joint,MORTGAGE,13.58,20000
individual,RENT,6.72,10000
individual,RENT,16.02,20000
joint,MORTGAGE,6.07,20000
individual,MORTGAGE,6.72,38400
individual,RENT,5.32,16000
individual,RENT,7.96,5000
individual,RENT,20.39,15000
individual,MORTGAGE,9.93,4500
individual,MORTGAGE,18.06,16000
joint,MORTGAGE,23.88,35000
individual,RENT,20.39,5475
individual,RENT,12.61,6000
individual,RENT,14.08,14400
individual,MORTGAGE,10.41,20000
individual,RENT,19.03,10000
individual,RENT,6.08,10000
individual,OWN,10.91,10000
individual,MORTGAGE,7.35,12000
individual,RENT,6.71,10000
individual,RENT,10.91,10000
individual,RENT,15.04,7200
individual,RENT,12.61,9200
joint,MORTGAGE,7.35,40000
individual,RENT,11.98,15000
individual,MORTGAGE,14.07,18000
individual,MORTGAGE,5.31,3800
joint,MORTGAGE,12.61,35000
individual,MORTGAGE,20.0,3725
individual,OWN,10.9,10000
individual,MORTGAGE,25.82,30000
joint,MORTGAGE,9.44,19100
individual,MORTGAGE,6.08,16000
individual,MORTGAGE,7.96,5000
individual,MORTGAGE,17.09,35000
individual,RENT,10.41,6000
individual,OWN,10.9,15000
individual,MORTGAGE,17.09,18000
individual,RENT,11.98,10000
individual,RENT,13.59,40000
individual,RENT,12.62,3200
individual,RENT,18.06,19200
individual,RENT,6.71,12800
individual,RENT,17.09,10200
individual,MORTGAGE,16.01,26450
individual,RENT,10.42,9000
individual,RENT,18.06,30000
individual,RENT,7.35,15000
joint,MORTGAGE,12.62,20500
